,ID number,Sales Date,Sellers County of Origin,Sellers State of Origin,Buyers County of Origin,Buyers State of Origin,Slave Name,Sex,Price,lat0,long0,lat1,long1
295,1496,1856-12-13,New Orleans,LA,New Orleans,LA,Pierre,0,1200,30.068636,-89.939007,30.068636,-89.939007
300,1476,1856-12-15,New Orleans,LA,New Orleans,LA,Amarelly,1,925,30.068636,-89.939007,30.068636,-89.939007
301,1486,1856-12-15,New Orleans,LA,New Orleans,LA,Jules,0,500,30.068636,-89.939007,30.068636,-89.939007
303,2410,1856-12-15,New Orleans,LA,New Orleans,LA,Hanson Snoden,0,1200,30.068636,-89.939007,30.068636,-89.939007
311,1492,1856-12-17,New Orleans,LA,New Orleans,LA,William Roberts,0,1100,30.068636,-89.939007,30.068636,-89.939007
312,1495,1856-12-17,New Orleans,LA,New Orleans,LA,Kitty,1,950,30.068636,-89.939007,30.068636,-89.939007
313,1504,1856-12-17,New Orleans,LA,New Orleans,LA,Justine,1,1000,30.068636,-89.939007,30.068636,-89.939007
316,1505,1856-12-19,New Orleans,LA,New Orleans,LA,Maria,1,300,30.068636,-89.939007,30.068636,-89.939007
322,1528,1856-12-20,New Orleans,LA,New Orleans,LA,Frank,0,1200,30.068636,-89.939007,30.068636,-89.939007
323,1541,1856-12-20,New Orleans,LA,New Orleans,LA,Henry,0,800,30.068636,-89.939007,30.068636,-89.939007
324,1556,1856-12-20,New Orleans,LA,New Orleans,LA,Susan Baily,1,530,30.068636,-89.939007,30.068636,-89.939007
339,1522,1856-12-22,New Orleans,LA,New Orleans,LA,Martha,1,400,30.068636,-89.939007,30.068636,-89.939007
340,1531,1856-12-22,New Orleans,LA,New Orleans,LA,Fanny,1,1100,30.068636,-89.939007,30.068636,-89.939007
341,1543,1856-12-22,New Orleans,LA,New Orleans,LA,Caroline,1,2530,30.068636,-89.939007,30.068636,-89.939007
342,1560,1856-12-22,New Orleans,LA,New Orleans,LA,Eliza,1,1300,30.068636,-89.939007,30.068636,-89.939007
343,1523,1856-12-23,New Orleans,LA,New Orleans,LA,Ellen Johnson,1,1150,30.068636,-89.939007,30.068636,-89.939007
344,1524,1856-12-23,New Orleans,LA,New Orleans,LA,Clara/ Hager,1,1150,30.068636,-89.939007,30.068636,-89.939007
345,1538,1856-12-23,New Orleans,LA,New Orleans,LA,Elmira,1,1275,30.068636,-89.939007,30.068636,-89.939007
346,1571,1856-12-23,New Orleans,LA,New Orleans,LA,Minerva,0,550,30.068636,-89.939007,30.068636,-89.939007
348,953,1856-12-24,New Orleans,LA,New Orleans,LA,Victoire,1,1310,30.068636,-89.939007,30.068636,-89.939007
349,1095,1856-12-24,New Orleans,LA,New Orleans,LA,Nancy,1,1700,30.068636,-89.939007,30.068636,-89.939007
350,1108,1856-12-24,New Orleans,LA,New Orleans,LA,Julie,1,880,30.068636,-89.939007,30.068636,-89.939007
354,1533,1856-12-24,New Orleans,LA,New Orleans,LA,Fanny,1,700,30.068636,-89.939007,30.068636,-89.939007
356,3585,1856-12-24,New Orleans,LA,New Orleans,LA,Susann,1,1000,30.068636,-89.939007,30.068636,-89.939007
368,1566,1856-12-28,New Orleans,LA,New Orleans,LA,Mary,1,800,30.068636,-89.939007,30.068636,-89.939007
380,855,1856-12-30,New Orleans,LA,New Orleans,LA,Caroline,1,775,30.068636,-89.939007,30.068636,-89.939007
381,1017,1856-12-30,New Orleans,LA,New Orleans,LA,Mercelite,1,100,30.068636,-89.939007,30.068636,-89.939007
382,1557,1856-12-30,New Orleans,LA,New Orleans,LA,Green,0,900,30.068636,-89.939007,30.068636,-89.939007
383,1558,1856-12-30,New Orleans,LA,New Orleans,LA,Theresa,1,1200,30.068636,-89.939007,30.068636,-89.939007
386,847,1856-12-31,New Orleans,LA,New Orleans,LA,Helen,1,1200,30.068636,-89.939007,30.068636,-89.939007
387,879,1856-12-31,New Orleans,LA,New Orleans,LA,Mary,1,1400,30.068636,-89.939007,30.068636,-89.939007
389,1018,1856-12-31,New Orleans,LA,New Orleans,LA,Gertrude,1,550,30.068636,-89.939007,30.068636,-89.939007
390,1019,1856-12-31,New Orleans,LA,New Orleans,LA,Mondesir/ Charles,0,1200,30.068636,-89.939007,30.068636,-89.939007
391,1565,1856-12-31,New Orleans,LA,New Orleans,LA,Henny,1,1375,30.068636,-89.939007,30.068636,-89.939007
392,1569,1856-12-31,New Orleans,LA,New Orleans,LA,Susan,1,300,30.068636,-89.939007,30.068636,-89.939007
393,1570,1856-12-31,New Orleans,LA,New Orleans,LA,Aspasie,1,870,30.068636,-89.939007,30.068636,-89.939007
394,1572,1856-12-31,New Orleans,LA,New Orleans,LA,Clemence,1,2000,30.068636,-89.939007,30.068636,-89.939007
402,4739,1857-01-03,New Orleans,LA,New Orleans,LA,Robert Brondall,0,1600,30.068636,-89.939007,30.068636,-89.939007
405,996,1857-01-04,New Orleans,LA,New Orleans,LA,Georgette,1,900,30.068636,-89.939007,30.068636,-89.939007
408,856,1857-01-05,New Orleans,LA,New Orleans,LA,Joe,0,1000,30.068636,-89.939007,30.068636,-89.939007
409,2403,1857-01-05,New Orleans,LA,New Orleans,LA,William,0,1250,30.068636,-89.939007,30.068636,-89.939007
421,1597,1857-01-06,New Orleans,LA,New Orleans,LA,Lucie,1,750,30.068636,-89.939007,30.068636,-89.939007
422,1600,1857-01-06,New Orleans,LA,New Orleans,LA,Henry,0,1000,30.068636,-89.939007,30.068636,-89.939007
427,1588,1857-01-07,New Orleans,LA,New Orleans,LA,William,0,800,30.068636,-89.939007,30.068636,-89.939007
431,1593,1857-01-07,New Orleans,LA,New Orleans,LA,Cecilia,1,830,30.068636,-89.939007,30.068636,-89.939007
432,1596,1857-01-07,New Orleans,LA,New Orleans,LA,Mathilde,1,1400,30.068636,-89.939007,30.068636,-89.939007
436,1599,1857-01-09,New Orleans,LA,New Orleans,LA,Maria,1,400,30.068636,-89.939007,30.068636,-89.939007
437,1601,1857-01-09,New Orleans,LA,New Orleans,LA,Charlotte,1,850,30.068636,-89.939007,30.068636,-89.939007
438,1602,1857-01-09,New Orleans,LA,New Orleans,LA,Robert,0,900,30.068636,-89.939007,30.068636,-89.939007
439,1603,1857-01-09,New Orleans,LA,New Orleans,LA,Lawson,0,700,30.068636,-89.939007,30.068636,-89.939007
444,875,1857-01-10,New Orleans,LA,New Orleans,LA,Alfred,0,900,30.068636,-89.939007,30.068636,-89.939007
447,891,1857-01-10,New Orleans,LA,New Orleans,LA,Victorine,1,850,30.068636,-89.939007,30.068636,-89.939007
450,888,1857-01-12,New Orleans,LA,New Orleans,LA,Mary,1,800,30.068636,-89.939007,30.068636,-89.939007
452,1626,1857-01-12,New Orleans,LA,New Orleans,LA,Jinney,1,1000,30.068636,-89.939007,30.068636,-89.939007
453,884,1857-01-13,New Orleans,LA,New Orleans,LA,Ann Gardner,1,1250,30.068636,-89.939007,30.068636,-89.939007
454,886,1857-01-13,New Orleans,LA,New Orleans,LA,Sally,1,900,30.068636,-89.939007,30.068636,-89.939007
455,887,1857-01-13,New Orleans,LA,New Orleans,LA,Lingleton,0,1480,30.068636,-89.939007,30.068636,-89.939007
457,1604,1857-01-13,New Orleans,LA,New Orleans,LA,John,0,500,30.068636,-89.939007,30.068636,-89.939007
458,1606,1857-01-13,New Orleans,LA,New Orleans,LA,Juliana,1,660,30.068636,-89.939007,30.068636,-89.939007
460,1610,1857-01-13,New Orleans,LA,New Orleans,LA,Susan Brooks,1,600,30.068636,-89.939007,30.068636,-89.939007
461,1613,1857-01-13,New Orleans,LA,New Orleans,LA,John,0,1520,30.068636,-89.939007,30.068636,-89.939007
464,885,1857-01-14,New Orleans,LA,New Orleans,LA,Poline/ Pauline,1,1050,30.068636,-89.939007,30.068636,-89.939007
467,1611,1857-01-14,New Orleans,LA,New Orleans,LA,Manette,1,600,30.068636,-89.939007,30.068636,-89.939007
469,1615,1857-01-14,New Orleans,LA,New Orleans,LA,William,0,800,30.068636,-89.939007,30.068636,-89.939007
470,1616,1857-01-14,New Orleans,LA,New Orleans,LA,Rose,1,700,30.068636,-89.939007,30.068636,-89.939007
474,921,1857-01-15,New Orleans,LA,New Orleans,LA,Suzan,1,420,30.068636,-89.939007,30.068636,-89.939007
475,951,1857-01-15,New Orleans,LA,New Orleans,LA,Mary,1,400,30.068636,-89.939007,30.068636,-89.939007
476,1034,1857-01-15,New Orleans,LA,New Orleans,LA,Hanette,1,850,30.068636,-89.939007,30.068636,-89.939007
478,1614,1857-01-15,New Orleans,LA,New Orleans,LA,Len,0,1050,30.068636,-89.939007,30.068636,-89.939007
510,942,1857-01-16,New Orleans,LA,New Orleans,LA,John,0,845,30.068636,-89.939007,30.068636,-89.939007
511,945,1857-01-16,New Orleans,LA,New Orleans,LA,Diana,1,1100,30.068636,-89.939007,30.068636,-89.939007
512,1112,1857-01-16,New Orleans,LA,New Orleans,LA,Marcelin,0,600,30.068636,-89.939007,30.068636,-89.939007
513,1113,1857-01-16,New Orleans,LA,New Orleans,LA,Louis,0,560,30.068636,-89.939007,30.068636,-89.939007
514,1618,1857-01-16,New Orleans,LA,New Orleans,LA,Carter,0,1000,30.068636,-89.939007,30.068636,-89.939007
515,1621,1857-01-16,New Orleans,LA,New Orleans,LA,Amelia,1,1000,30.068636,-89.939007,30.068636,-89.939007
516,1623,1857-01-16,New Orleans,LA,New Orleans,LA,Negritte,1,900,30.068636,-89.939007,30.068636,-89.939007
517,1624,1857-01-16,New Orleans,LA,New Orleans,LA,Alick,0,625,30.068636,-89.939007,30.068636,-89.939007
519,937,1857-01-17,New Orleans,LA,New Orleans,LA,Eliza,1,250,30.068636,-89.939007,30.068636,-89.939007
523,1625,1857-01-17,New Orleans,LA,New Orleans,LA,John,0,530,30.068636,-89.939007,30.068636,-89.939007
524,1627,1857-01-17,New Orleans,LA,New Orleans,LA,Lucy,1,550,30.068636,-89.939007,30.068636,-89.939007
527,1639,1857-01-17,New Orleans,LA,New Orleans,LA,Jules,0,1200,30.068636,-89.939007,30.068636,-89.939007
528,1640,1857-01-17,New Orleans,LA,New Orleans,LA,Henriette,1,200,30.068636,-89.939007,30.068636,-89.939007
532,922,1857-01-19,New Orleans,LA,New Orleans,LA,Nathan,0,930,30.068636,-89.939007,30.068636,-89.939007
536,943,1857-01-19,New Orleans,LA,New Orleans,LA,Henry,0,500,30.068636,-89.939007,30.068636,-89.939007
537,944,1857-01-19,New Orleans,LA,New Orleans,LA,Mary Jane,1,700,30.068636,-89.939007,30.068636,-89.939007
538,947,1857-01-19,New Orleans,LA,New Orleans,LA,Mary,1,1300,30.068636,-89.939007,30.068636,-89.939007
539,948,1857-01-19,New Orleans,LA,New Orleans,LA,Betsy,1,800,30.068636,-89.939007,30.068636,-89.939007
540,1628,1857-01-19,New Orleans,LA,New Orleans,LA,Chaney,1,1100,30.068636,-89.939007,30.068636,-89.939007
541,1643,1857-01-19,New Orleans,LA,New Orleans,LA,Delphine/ Rose,1,1200,30.068636,-89.939007,30.068636,-89.939007
542,1644,1857-01-19,New Orleans,LA,New Orleans,LA,Matt,0,925,30.068636,-89.939007,30.068636,-89.939007
543,3317,1857-01-19,New Orleans,LA,New Orleans,LA,Edouard,0,1200,30.068636,-89.939007,30.068636,-89.939007
544,949,1857-01-20,New Orleans,LA,New Orleans,LA,Abraham,0,600,30.068636,-89.939007,30.068636,-89.939007
546,1645,1857-01-20,New Orleans,LA,New Orleans,LA,Betsy,1,1550,30.068636,-89.939007,30.068636,-89.939007
550,2006,1857-01-20,New Orleans,LA,New Orleans,LA,Joshua,0,655,30.068636,-89.939007,30.068636,-89.939007
551,955,1857-01-21,New Orleans,LA,New Orleans,LA,Susan,1,1000,30.068636,-89.939007,30.068636,-89.939007
552,995,1857-01-21,New Orleans,LA,New Orleans,LA,Abraham,0,950,30.068636,-89.939007,30.068636,-89.939007
553,1650,1857-01-21,New Orleans,LA,New Orleans,LA,Annette,1,1900,30.068636,-89.939007,30.068636,-89.939007
556,1653,1857-01-21,New Orleans,LA,New Orleans,LA,Mathilde,1,2000,30.068636,-89.939007,30.068636,-89.939007
557,956,1857-01-22,New Orleans,LA,New Orleans,LA,Emanuel/ Alphonse,0,1075,30.068636,-89.939007,30.068636,-89.939007
558,958,1857-01-22,New Orleans,LA,New Orleans,LA,Marie/ Mary,1,450,30.068636,-89.939007,30.068636,-89.939007
559,959,1857-01-22,New Orleans,LA,New Orleans,LA,Nancy,1,2000,30.068636,-89.939007,30.068636,-89.939007
560,987,1857-01-22,New Orleans,LA,New Orleans,LA,Maria,1,250,30.068636,-89.939007,30.068636,-89.939007
562,1070,1857-01-22,New Orleans,LA,New Orleans,LA,Charlotte Walker,1,1100,30.068636,-89.939007,30.068636,-89.939007
569,988,1857-01-23,New Orleans,LA,New Orleans,LA,"Washington ""Pierre""",0,1200,30.068636,-89.939007,30.068636,-89.939007
570,1655,1857-01-23,New Orleans,LA,New Orleans,LA,Eve,1,1000,30.068636,-89.939007,30.068636,-89.939007
577,985,1857-01-24,New Orleans,LA,New Orleans,LA,Thornton,0,1400,30.068636,-89.939007,30.068636,-89.939007
579,1663,1857-01-24,New Orleans,LA,New Orleans,LA,Mary Ann,1,1200,30.068636,-89.939007,30.068636,-89.939007
580,1683,1857-01-24,New Orleans,LA,New Orleans,LA,Liza,1,1050,30.068636,-89.939007,30.068636,-89.939007
584,1026,1857-01-26,New Orleans,LA,New Orleans,LA,Mary,1,1000,30.068636,-89.939007,30.068636,-89.939007
585,1664,1857-01-26,New Orleans,LA,New Orleans,LA,Joe,0,765,30.068636,-89.939007,30.068636,-89.939007
586,1665,1857-01-26,New Orleans,LA,New Orleans,LA,Anderson Jones,0,1190,30.068636,-89.939007,30.068636,-89.939007
587,1666,1857-01-26,New Orleans,LA,New Orleans,LA,Henry Wells,0,805,30.068636,-89.939007,30.068636,-89.939007
588,1667,1857-01-26,New Orleans,LA,New Orleans,LA,Jack,0,575,30.068636,-89.939007,30.068636,-89.939007
590,1682,1857-01-26,New Orleans,LA,New Orleans,LA,Louisa,1,1200,30.068636,-89.939007,30.068636,-89.939007
593,999,1857-01-27,New Orleans,LA,New Orleans,LA,Harriett Moisee,1,800,30.068636,-89.939007,30.068636,-89.939007
594,1011,1857-01-27,New Orleans,LA,New Orleans,LA,Caroline,1,375,30.068636,-89.939007,30.068636,-89.939007
595,1014,1857-01-27,New Orleans,LA,New Orleans,LA,Bob,0,1400,30.068636,-89.939007,30.068636,-89.939007
596,1223,1857-01-27,New Orleans,LA,New Orleans,LA,Ursin,0,1100,30.068636,-89.939007,30.068636,-89.939007
597,1669,1857-01-27,New Orleans,LA,New Orleans,LA,Delphine,1,385,30.068636,-89.939007,30.068636,-89.939007
599,1672,1857-01-27,New Orleans,LA,New Orleans,LA,Theresine,1,800,30.068636,-89.939007,30.068636,-89.939007
600,991,1857-01-28,New Orleans,LA,New Orleans,LA,Nelson,0,1000,30.068636,-89.939007,30.068636,-89.939007
601,993,1857-01-28,New Orleans,LA,New Orleans,LA,Marie Louise,1,1450,30.068636,-89.939007,30.068636,-89.939007
606,1680,1857-01-28,New Orleans,LA,New Orleans,LA,Eliza,1,535,30.068636,-89.939007,30.068636,-89.939007
619,997,1857-01-29,New Orleans,LA,New Orleans,LA,Milly,1,800,30.068636,-89.939007,30.068636,-89.939007
620,1009,1857-01-29,New Orleans,LA,New Orleans,LA,Martin,0,1000,30.068636,-89.939007,30.068636,-89.939007
621,1684,1857-01-29,New Orleans,LA,New Orleans,LA,Fanny Smith,0,1100,30.068636,-89.939007,30.068636,-89.939007
622,1685,1857-01-29,New Orleans,LA,New Orleans,LA,Angelle,1,800,30.068636,-89.939007,30.068636,-89.939007
623,1686,1857-01-29,New Orleans,LA,New Orleans,LA,Elizabeth,1,1500,30.068636,-89.939007,30.068636,-89.939007
624,1687,1857-01-29,New Orleans,LA,New Orleans,LA,Rosa Heloise,1,800,30.068636,-89.939007,30.068636,-89.939007
625,1688,1857-01-29,New Orleans,LA,New Orleans,LA,Celestine,1,1200,30.068636,-89.939007,30.068636,-89.939007
626,1689,1857-01-29,New Orleans,LA,New Orleans,LA,Manitte/ Marie,1,1000,30.068636,-89.939007,30.068636,-89.939007
627,1690,1857-01-29,New Orleans,LA,New Orleans,LA,Simon,0,600,30.068636,-89.939007,30.068636,-89.939007
628,1866,1857-01-29,New Orleans,LA,New Orleans,LA,Julie,1,880,30.068636,-89.939007,30.068636,-89.939007
629,8462,1857-01-29,New Orleans,LA,New Orleans,LA,Jeanne,1,1000,30.068636,-89.939007,30.068636,-89.939007
634,1001,1857-01-30,New Orleans,LA,New Orleans,LA,Jane,1,1150,30.068636,-89.939007,30.068636,-89.939007
635,1002,1857-01-30,New Orleans,LA,New Orleans,LA,Charles,0,600,30.068636,-89.939007,30.068636,-89.939007
636,1003,1857-01-30,New Orleans,LA,New Orleans,LA,Betsey,1,400,30.068636,-89.939007,30.068636,-89.939007
637,1004,1857-01-30,New Orleans,LA,New Orleans,LA,Albert,0,300,30.068636,-89.939007,30.068636,-89.939007
638,1005,1857-01-30,New Orleans,LA,New Orleans,LA,Eliza,1,200,30.068636,-89.939007,30.068636,-89.939007
639,1006,1857-01-30,New Orleans,LA,New Orleans,LA,Cilia,1,750,30.068636,-89.939007,30.068636,-89.939007
640,1024,1857-01-30,New Orleans,LA,New Orleans,LA,Charles,0,1400,30.068636,-89.939007,30.068636,-89.939007
641,1060,1857-01-30,New Orleans,LA,New Orleans,LA,Lucy,1,800,30.068636,-89.939007,30.068636,-89.939007
647,1679,1857-01-30,New Orleans,LA,New Orleans,LA,Louise,1,900,30.068636,-89.939007,30.068636,-89.939007
649,1007,1857-01-31,New Orleans,LA,New Orleans,LA,Leon,0,1150,30.068636,-89.939007,30.068636,-89.939007
651,1012,1857-01-31,New Orleans,LA,New Orleans,LA,Mary/ Marie,1,425,30.068636,-89.939007,30.068636,-89.939007
652,1016,1857-01-31,New Orleans,LA,New Orleans,LA,Sarah,1,1220,30.068636,-89.939007,30.068636,-89.939007
653,1021,1857-01-31,New Orleans,LA,New Orleans,LA,Amanda Brown,1,1000,30.068636,-89.939007,30.068636,-89.939007
654,1022,1857-01-31,New Orleans,LA,New Orleans,LA,Betsey,1,870,30.068636,-89.939007,30.068636,-89.939007
657,1035,1857-01-31,New Orleans,LA,New Orleans,LA,Josephine,1,700,30.068636,-89.939007,30.068636,-89.939007
658,1055,1857-01-31,New Orleans,LA,New Orleans,LA,Sarah Smith,1,1800,30.068636,-89.939007,30.068636,-89.939007
662,1015,1857-02-02,New Orleans,LA,New Orleans,LA,Davy,0,1230,30.068636,-89.939007,30.068636,-89.939007
664,1031,1857-02-02,New Orleans,LA,New Orleans,LA,Harriett,1,1100,30.068636,-89.939007,30.068636,-89.939007
665,1096,1857-02-02,New Orleans,LA,New Orleans,LA,Noel,0,850,30.068636,-89.939007,30.068636,-89.939007
666,1098,1857-02-02,New Orleans,LA,New Orleans,LA,Justine,1,1000,30.068636,-89.939007,30.068636,-89.939007
667,1702,1857-02-02,New Orleans,LA,New Orleans,LA,Fanny,1,1060,30.068636,-89.939007,30.068636,-89.939007
668,1760,1857-02-02,New Orleans,LA,New Orleans,LA,Susan,1,125,30.068636,-89.939007,30.068636,-89.939007
676,1038,1857-02-03,New Orleans,LA,New Orleans,LA,Celeste,1,1200,30.068636,-89.939007,30.068636,-89.939007
677,4756,1857-02-03,New Orleans,LA,New Orleans,LA,Mary,1,775,30.068636,-89.939007,30.068636,-89.939007
682,1158,1857-02-04,New Orleans,LA,New Orleans,LA,Gaspard,0,1500,30.068636,-89.939007,30.068636,-89.939007
699,1089,1857-02-05,New Orleans,LA,New Orleans,LA,Henry Hall,0,1515,30.068636,-89.939007,30.068636,-89.939007
700,1294,1857-02-05,New Orleans,LA,New Orleans,LA,Moses,0,1600,30.068636,-89.939007,30.068636,-89.939007
701,1771,1857-02-05,New Orleans,LA,New Orleans,LA,Elias,0,150,30.068636,-89.939007,30.068636,-89.939007
702,1772,1857-02-05,New Orleans,LA,New Orleans,LA,Cornelia,1,940,30.068636,-89.939007,30.068636,-89.939007
703,1802,1857-02-05,New Orleans,LA,New Orleans,LA,Maria,1,1380,30.068636,-89.939007,30.068636,-89.939007
704,1803,1857-02-05,New Orleans,LA,New Orleans,LA,Rose,1,630,30.068636,-89.939007,30.068636,-89.939007
706,1059,1857-02-06,New Orleans,LA,New Orleans,LA,George Washington Thomas,0,1125,30.068636,-89.939007,30.068636,-89.939007
707,1082,1857-02-06,New Orleans,LA,New Orleans,LA,William/ Billy,0,700,30.068636,-89.939007,30.068636,-89.939007
709,1708,1857-02-06,New Orleans,LA,New Orleans,LA,Joseph,0,800,30.068636,-89.939007,30.068636,-89.939007
723,1090,1857-02-07,New Orleans,LA,New Orleans,LA,Hannah,1,1125,30.068636,-89.939007,30.068636,-89.939007
730,1056,1857-02-09,New Orleans,LA,New Orleans,LA,Jim/ Puis,0,800,30.068636,-89.939007,30.068636,-89.939007
731,1057,1857-02-09,New Orleans,LA,New Orleans,LA,Maria,1,700,30.068636,-89.939007,30.068636,-89.939007
736,1073,1857-02-09,New Orleans,LA,New Orleans,LA,Mary Ann,1,1296,30.068636,-89.939007,30.068636,-89.939007
737,1081,1857-02-09,New Orleans,LA,New Orleans,LA,Raymond,0,1200,30.068636,-89.939007,30.068636,-89.939007
739,1111,1857-02-09,New Orleans,LA,New Orleans,LA,Isam/ Isaac,0,1200,30.068636,-89.939007,30.068636,-89.939007
742,1259,1857-02-09,New Orleans,LA,New Orleans,LA,Jim,0,936,30.068636,-89.939007,30.068636,-89.939007
753,1079,1857-02-10,New Orleans,LA,New Orleans,LA,Mary Barnes,1,1200,30.068636,-89.939007,30.068636,-89.939007
755,1159,1857-02-10,New Orleans,LA,New Orleans,LA,Charles,0,1200,30.068636,-89.939007,30.068636,-89.939007
759,1092,1857-02-11,New Orleans,LA,New Orleans,LA,Bella,1,1250,30.068636,-89.939007,30.068636,-89.939007
763,1105,1857-02-11,New Orleans,LA,New Orleans,LA,Ellen Dorn,1,800,30.068636,-89.939007,30.068636,-89.939007
765,1110,1857-02-11,New Orleans,LA,New Orleans,LA,Rebecca,1,1225,30.068636,-89.939007,30.068636,-89.939007
766,1124,1857-02-11,New Orleans,LA,New Orleans,LA,Wade,0,1100,30.068636,-89.939007,30.068636,-89.939007
772,1104,1857-02-12,New Orleans,LA,New Orleans,LA,Matt Jennifer,,600,30.068636,-89.939007,30.068636,-89.939007
774,1109,1857-02-12,New Orleans,LA,New Orleans,LA,Charles,0,775,30.068636,-89.939007,30.068636,-89.939007
775,1126,1857-02-12,New Orleans,LA,New Orleans,LA,Mary,1,1600,30.068636,-89.939007,30.068636,-89.939007
776,1192,1857-02-12,New Orleans,LA,New Orleans,LA,Patsy,1,225,30.068636,-89.939007,30.068636,-89.939007
777,1160,1857-02-13,New Orleans,LA,New Orleans,LA,William,0,275,30.068636,-89.939007,30.068636,-89.939007
778,1161,1857-02-13,New Orleans,LA,New Orleans,LA,Mary,1,700,30.068636,-89.939007,30.068636,-89.939007
780,1163,1857-02-13,New Orleans,LA,New Orleans,LA,Josephine,1,875,30.068636,-89.939007,30.068636,-89.939007
781,1270,1857-02-13,New Orleans,LA,New Orleans,LA,William,0,137.5,30.068636,-89.939007,30.068636,-89.939007
782,2246,1857-02-13,New Orleans,LA,New Orleans,LA,Susan,1,1350,30.068636,-89.939007,30.068636,-89.939007
818,1184,1857-02-14,New Orleans,LA,New Orleans,LA,Eliza,1,600,30.068636,-89.939007,30.068636,-89.939007
820,1271,1857-02-14,New Orleans,LA,New Orleans,LA,Philistine,1,1300,30.068636,-89.939007,30.068636,-89.939007
822,1779,1857-02-14,New Orleans,LA,New Orleans,LA,Eliza,1,925,30.068636,-89.939007,30.068636,-89.939007
824,2017,1857-02-14,New Orleans,LA,New Orleans,LA,Samuel Hainard,0,1375,30.068636,-89.939007,30.068636,-89.939007
834,1176,1857-02-16,New Orleans,LA,New Orleans,LA,Daphne,1,500,30.068636,-89.939007,30.068636,-89.939007
835,1177,1857-02-16,New Orleans,LA,New Orleans,LA,Thereze,1,800,30.068636,-89.939007,30.068636,-89.939007
836,1188,1857-02-16,New Orleans,LA,New Orleans,LA,Cecile,1,710,30.068636,-89.939007,30.068636,-89.939007
837,1696,1857-02-16,New Orleans,LA,New Orleans,LA,Daniel,0,100,30.068636,-89.939007,30.068636,-89.939007
839,1164,1857-02-17,New Orleans,LA,New Orleans,LA,Irma,1,1000,30.068636,-89.939007,30.068636,-89.939007
840,1178,1857-02-17,New Orleans,LA,New Orleans,LA,Rebecca,1,1620,30.068636,-89.939007,30.068636,-89.939007
841,1210,1857-02-17,New Orleans,LA,New Orleans,LA,Amanthe,1,400,30.068636,-89.939007,30.068636,-89.939007
842,1697,1857-02-17,New Orleans,LA,New Orleans,LA,Lora/ Coralie,1,300,30.068636,-89.939007,30.068636,-89.939007
844,1763,1857-02-17,New Orleans,LA,New Orleans,LA,Mary Ann,1,800,30.068636,-89.939007,30.068636,-89.939007
845,1764,1857-02-17,New Orleans,LA,New Orleans,LA,Lucy,1,1025,30.068636,-89.939007,30.068636,-89.939007
846,2034,1857-02-17,New Orleans,LA,New Orleans,LA,Francis Chapman,1,1000,30.068636,-89.939007,30.068636,-89.939007
847,1209,1857-02-18,New Orleans,LA,New Orleans,LA,Mary,1,425,30.068636,-89.939007,30.068636,-89.939007
849,1698,1857-02-18,New Orleans,LA,New Orleans,LA,Albert,0,805,30.068636,-89.939007,30.068636,-89.939007
850,1699,1857-02-18,New Orleans,LA,New Orleans,LA,Rosanna,1,1050,30.068636,-89.939007,30.068636,-89.939007
853,1179,1857-02-19,New Orleans,LA,New Orleans,LA,Leah,1,1050,30.068636,-89.939007,30.068636,-89.939007
854,1180,1857-02-19,New Orleans,LA,New Orleans,LA,James/ Jim,0,780,30.068636,-89.939007,30.068636,-89.939007
855,1181,1857-02-19,New Orleans,LA,New Orleans,LA,Henry,0,625,30.068636,-89.939007,30.068636,-89.939007
856,1191,1857-02-19,New Orleans,LA,New Orleans,LA,Alexander,0,300,30.068636,-89.939007,30.068636,-89.939007
857,1205,1857-02-19,New Orleans,LA,New Orleans,LA,Dudley,0,1100,30.068636,-89.939007,30.068636,-89.939007
864,1718,1857-02-19,New Orleans,LA,New Orleans,LA,Mathilde,1,1550,30.068636,-89.939007,30.068636,-89.939007
867,1723,1857-02-19,New Orleans,LA,New Orleans,LA,Amelia,1,330,30.068636,-89.939007,30.068636,-89.939007
868,1729,1857-02-19,New Orleans,LA,New Orleans,LA,Charles,0,900,30.068636,-89.939007,30.068636,-89.939007
870,1801,1857-02-19,New Orleans,LA,New Orleans,LA,Mary Miles,1,750,30.068636,-89.939007,30.068636,-89.939007
876,1190,1857-02-20,New Orleans,LA,New Orleans,LA,Elizabeth,1,1000,30.068636,-89.939007,30.068636,-89.939007
886,1206,1857-02-20,New Orleans,LA,New Orleans,LA,Eliza Emerson,1,1000,30.068636,-89.939007,30.068636,-89.939007
887,1208,1857-02-20,New Orleans,LA,New Orleans,LA,Esther,1,500,30.068636,-89.939007,30.068636,-89.939007
888,1214,1857-02-20,New Orleans,LA,New Orleans,LA,Daphne,1,510,30.068636,-89.939007,30.068636,-89.939007
890,1261,1857-02-20,New Orleans,LA,New Orleans,LA,Elizabeth,1,1075,30.068636,-89.939007,30.068636,-89.939007
893,1775,1857-02-20,New Orleans,LA,New Orleans,LA,Joe,0,805,30.068636,-89.939007,30.068636,-89.939007
896,1204,1857-02-21,New Orleans,LA,New Orleans,LA,Emile,0,880,30.068636,-89.939007,30.068636,-89.939007
897,1254,1857-02-21,New Orleans,LA,New Orleans,LA,Margaret,1,800,30.068636,-89.939007,30.068636,-89.939007
